reportId,productId,serialNo,failureDate,location,failureMode,severity,reportedBy
R301047,P1025,SN401047,2023-12-23,Village_B,brake_shim_wear,3,customer
R301048,P1026,SN401048,2024-04-01,Pune,brake_shim_wear,2,customer
R301049,P1013,SN401049,2025-10-27,Kolkata,pad_wear,3,dealer
R301050,P1011,SN401050,2025-04-10,Bangalore,leakage,1,customer
R301051,P1007,SN401051,2024-04-15,Village_C,sensor_failure,3,dealer
R301052,P1058,SN401052,2025-10-08,Village_B,pad_wear,3,dealer
R301054,P1011,SN401054,2024-04-09,Nagpur,leakage,3,customer
R301055,P1043,SN401055,2025-07-19,Pune,brake_shim_wear,5,dealer
R301058,P1053,SN401058,2024-12-31,Mumbai,sensor_failure,4,customer
R301059,P1027,SN401059,2024-08-30,Village_A,brake_shim_wear,3,customer
R301060,P1046,SN401060,2023-09-03,Delhi,pad_wear,4,customer
R301061,P1047,SN401061,2025-06-16,Pune,leakage,3,customer
R301062,P1025,SN401062,2023-08-10,Delhi,noise_vibration,4,dealer
R301063,P1005,SN401063,2024-11-21,Mumbai,leakage,3,customer
R301065,P1011,SN401065,2023-08-15,Patna,overheating,5,customer
R301066,P1041,SN401066,2023-07-13,Patna,noise_vibration,3,dealer
R301067,P1047,SN401067,2024-06-16,Village_A,pad_wear,4,dealer
R301069,P1035,SN401069,2024-01-04,Mumbai,leakage,2,dealer
R301070,P1058,SN401070,2025-07-02,Ahmedabad,noise_vibration,3,customer
R301071,P1037,SN401071,2025-04-12,Village_B,pad_wear,1,dealer
R301072,P1005,SN401072,2025-06-19,Lucknow,sensor_failure,5,dealer
R301073,P1051,SN401073,2024-01-19,Village_B,overheating,5,customer
R301074,P1011,SN401074,2024-09-30,Lucknow,overheating,3,customer
R301076,P1015,SN401076,2024-03-16,Chennai,overheating,4,dealer
R301077,P1024,SN401077,2024-08-25,Patna,overheating,5,customer
R301078,P1046,SN401078,2025-08-21,Patna,sensor_failure,3,customer
R301079,P1035,SN401079,2024-06-15,Indore,leakage,3,dealer
R301080,P1024,SN401080,2023-10-19,Village_B,sensor_failure,3,customer
R301082,P1059,SN401082,2024-07-13,Patna,pad_wear,2,customer
R301083,P1034,SN401083,2024-04-30,Hyderabad,brake_shim_wear,3,customer
R301084,P1019,SN401084,2024-07-07,Ahmedabad,leakage,5,dealer
R301085,P1024,SN401085,2024-03-18,Village_C,noise_vibration,3,customer
R301087,P1032,SN401087,2023-12-15,Bangalore,sensor_failure,3,dealer
R301089,P1001,SN401089,2025-04-14,Kolkata,noise_vibration,5,dealer
R301090,P1031,SN401090,2025-05-03,Mumbai,noise_vibration,4,customer
R301091,P1020,SN401091,2024-11-29,Kolkata,overheating,2,dealer
R301093,P1017,SN401093,2025-07-30,Hyderabad,leakage,3,dealer
R301094,P1023,SN401094,2024-03-27,Bangalore,noise_vibration,5,dealer
R301095,P1035,SN401095,2025-03-19,Village_C,sensor_failure,1,customer
R301096,P1020,SN401096,2024-08-11,Nagpur,brake_shim_wear,5,customer
R301097,P1046,SN401097,2025-10-06,Village_A,brake_shim_wear,4,dealer
R301098,P1045,SN401098,2023-06-15,Patna,sensor_failure,3,customer
R301100,P1000,SN401100,2024-07-01,Kolkata,brake_shim_wear,4,customer
R301101,P1000,SN401101,2024-06-18,Nagpur,pad_wear,4,customer
R301102,P1046,SN401102,2024-12-26,Village_B,pad_wear,5,dealer
R301103,P1027,SN401103,2024-12-08,Ahmedabad,pad_wear,1,dealer
R301104,P1058,SN401104,2025-08-26,Village_B,noise_vibration,2,dealer
R301105,P1026,SN401105,2024-10-25,Delhi,brake_shim_wear,2,customer
R301106,P1048,SN401106,2024-11-13,Delhi,brake_shim_wear,4,customer
R301108,P1049,SN401108,2024-03-24,Jaipur,pad_wear,3,dealer
R301109,P1033,SN401109,2023-08-09,Jaipur,pad_wear,5,dealer
R301111,P1024,SN401111,2024-02-10,Patna,sensor_failure,3,dealer
R301112,P1007,SN401112,2024-03-05,Indore,sensor_failure,3,customer
R301113,P1025,SN401113,2023-10-20,Village_B,leakage,3,customer
R301114,P1059,SN401114,2023-10-24,Village_C,brake_shim_wear,5,dealer
R301116,P1015,SN401116,2024-11-19,Lucknow,leakage,3,dealer
R301118,P1000,SN401118,2024-03-31,Village_B,sensor_failure,2,dealer
R301120,P1044,SN401120,2024-11-26,Village_C,pad_wear,5,customer
R301121,P1003,SN401121,2024-07-03,Ahmedabad,brake_shim_wear,2,customer
R301122,P1025,SN401122,2025-05-04,Delhi,sensor_failure,5,customer
R301123,P1054,SN401123,2025-01-20,Ahmedabad,noise_vibration,3,dealer
R301124,P1001,SN401124,2024-11-10,Bangalore,noise_vibration,2,dealer
R301125,P1052,SN401125,2023-12-04,Bangalore,leakage,4,dealer
R301126,P1033,SN401126,2024-05-28,Bangalore,pad_wear,3,customer
R301128,P1012,SN401128,2024-01-22,Village_C,brake_shim_wear,1,customer
R301129,P1030,SN401129,2024-09-30,Patna,brake_shim_wear,4,dealer
R301130,P1025,SN401130,2023-11-28,Pune,noise_vibration,3,customer
R301131,P1011,SN401131,2024-03-20,Village_B,sensor_failure,4,dealer
R301132,P1008,SN401132,2024-08-10,Village_B,leakage,5,customer
R301135,P1020,SN401135,2024-02-04,Village_B,noise_vibration,3,customer
R301136,P1047,SN401136,2023-07-27,Patna,sensor_failure,3,dealer
R301137,P1018,SN401137,2025-02-25,Village_A,noise_vibration,3,customer
R301138,P1055,SN401138,2025-02-17,Village_A,sensor_failure,2,customer
R301139,P1005,SN401139,2023-09-04,Chennai,noise_vibration,4,dealer
R301140,P1021,SN401140,2024-05-30,Patna,sensor_failure,3,dealer
R301141,P1056,SN401141,2025-05-06,Jaipur,brake_shim_wear,3,dealer
R301143,P1043,SN401143,2023-07-30,Village_B,overheating,4,dealer
R301144,P1046,SN401144,2024-02-15,Nagpur,leakage,4,customer
R301145,P1031,SN401145,2025-03-31,Village_B,brake_shim_wear,2,dealer
R301146,P1038,SN401146,2025-09-05,Village_A,sensor_failure,4,dealer
R301147,P1014,SN401147,2025-04-20,Delhi,pad_wear,3,customer
R301148,P1005,SN401148,2024-04-20,Village_A,pad_wear,3,customer
R301149,P1053,SN401149,2024-11-23,Kolkata,leakage,3,dealer
R301150,P1020,SN401150,2025-08-28,Mumbai,pad_wear,5,customer
R301151,P1030,SN401151,2025-05-30,Village_C,pad_wear,3,dealer
R301152,P1014,SN401152,2024-05-24,Delhi,pad_wear,3,dealer
R301153,P1018,SN401153,2023-11-06,Indore,leakage,2,dealer
R301154,P1054,SN401154,2024-01-27,Village_B,pad_wear,5,dealer
R301155,P1008,SN401155,2024-02-11,Village_A,overheating,5,customer
R301156,P1039,SN401156,2024-10-18,Delhi,overheating,4,customer
R301157,P1038,SN401157,2025-05-28,Mumbai,noise_vibration,4,dealer
R301160,P1032,SN401160,2024-05-07,Mumbai,pad_wear,2,dealer
R301161,P1043,SN401161,2024-11-02,Village_C,brake_shim_wear,4,dealer
R301163,P1053,SN401163,2024-01-28,Chennai,noise_vibration,2,dealer
R301164,P1012,SN401164,2025-06-05,Patna,overheating,5,dealer
R301165,P1024,SN401165,2025-01-05,Mumbai,leakage,3,dealer
R301167,P1055,SN401167,2025-09-06,Village_B,leakage,5,dealer
R301168,P1020,SN401168,2024-10-11,Jaipur,sensor_failure,1,customer
R301170,P1057,SN401170,2025-06-04,Village_A,brake_shim_wear,2,dealer
R301171,P1024,SN401171,2024-08-08,Mumbai,pad_wear,4,customer
R301172,P1005,SN401172,2023-11-05,Kolkata,leakage,1,dealer
R301175,P1030,SN401175,2025-09-11,Lucknow,noise_vibration,4,customer
R301176,P1038,SN401176,2024-06-25,Village_A,overheating,3,customer
R301177,P1032,SN401177,2025-02-18,Hyderabad,leakage,2,customer
R301178,P1055,SN401178,2023-06-18,Mumbai,brake_shim_wear,4,dealer
R301179,P1036,SN401179,2025-07-18,Village_B,leakage,2,customer
R301180,P1054,SN401180,2025-06-19,Hyderabad,brake_shim_wear,4,dealer
R301181,P1033,SN401181,2025-09-09,Pune,pad_wear,5,dealer
R301182,P1010,SN401182,2025-10-15,Ahmedabad,pad_wear,3,dealer
R301184,P1057,SN401184,2023-09-27,Nagpur,leakage,2,customer
R301185,P1043,SN401185,2024-06-12,Village_B,sensor_failure,5,customer
R301187,P1056,SN401187,2023-08-28,Hyderabad,sensor_failure,5,dealer
R301189,P1052,SN401189,2024-11-02,Bangalore,leakage,2,customer
R301190,P1023,SN401190,2025-03-19,Indore,pad_wear,2,customer
R301192,P1022,SN401192,2024-10-05,Patna,overheating,4,customer
R301193,P1056,SN401193,2023-09-09,Jaipur,brake_shim_wear,3,dealer
R301194,P1018,SN401194,2023-10-18,Jaipur,overheating,2,customer
R301195,P1027,SN401195,2024-02-18,Indore,sensor_failure,5,customer
R301196,P1021,SN401196,2023-09-16,Jaipur,noise_vibration,3,dealer
R301198,P1007,SN401198,2025-02-20,Ahmedabad,pad_wear,5,customer
R301200,P1048,SN401200,2024-01-21,Village_C,noise_vibration,1,dealer
R301202,P1051,SN401202,2024-10-11,Bangalore,pad_wear,3,dealer
R301205,P1054,SN401205,2025-05-12,Mumbai,leakage,2,customer
R301206,P1021,SN401206,2023-06-11,Patna,overheating,3,dealer
R301208,P1022,SN401208,2024-10-05,Nagpur,sensor_failure,3,dealer
R301212,P1028,SN401212,2023-09-05,Indore,brake_shim_wear,4,customer
R301215,P1017,SN401215,2023-06-30,Village_A,sensor_failure,5,dealer
R301216,P1001,SN401216,2025-08-01,Nagpur,sensor_failure,4,dealer
R301219,P1026,SN401219,2024-11-01,Patna,pad_wear,3,dealer
R301220,P1021,SN401220,2025-02-12,Pune,overheating,4,dealer
R301221,P1025,SN401221,2025-10-13,Village_B,sensor_failure,4,customer
R301222,P1053,SN401222,2024-10-21,Jaipur,pad_wear,5,dealer
R301224,P1005,SN401224,2025-04-12,Hyderabad,brake_shim_wear,1,customer
R301225,P1009,SN401225,2023-11-26,Delhi,overheating,5,customer
R301226,P1039,SN401226,2024-10-23,Kolkata,leakage,3,customer
R301227,P1009,SN401227,2024-09-28,Bangalore,sensor_failure,3,dealer
R301228,P1006,SN401228,2025-08-20,Delhi,brake_shim_wear,4,dealer
R301229,P1045,SN401229,2024-01-31,Delhi,noise_vibration,4,dealer
R301230,P1019,SN401230,2025-09-22,Mumbai,leakage,5,dealer
R301233,P1023,SN401233,2024-02-28,Kolkata,pad_wear,4,customer
R301234,P1005,SN401234,2024-04-26,Indore,brake_shim_wear,3,customer
R301236,P1025,SN401236,2024-07-11,Nagpur,sensor_failure,4,customer
R301238,P1046,SN401238,2023-12-07,Mumbai,sensor_failure,4,dealer
R301240,P1021,SN401240,2025-03-12,Indore,sensor_failure,5,dealer
R301241,P1014,SN401241,2024-07-17,Village_A,noise_vibration,4,dealer
R301242,P1026,SN401242,2025-06-17,Pune,noise_vibration,4,customer
R301244,P1020,SN401244,2024-05-29,Village_B,leakage,5,customer
R301246,P1006,SN401246,2024-09-18,Village_C,overheating,3,dealer
R301247,P1026,SN401247,2024-09-16,Nagpur,brake_shim_wear,4,customer
R301249,P1033,SN401249,2025-10-05,Ahmedabad,sensor_failure,3,customer
R301250,P1043,SN401250,2025-05-08,Bangalore,noise_vibration,4,customer
R301252,P1005,SN401252,2025-03-22,Patna,leakage,4,dealer
R301254,P1054,SN401254,2023-08-08,Ahmedabad,pad_wear,1,customer
R301256,P1059,SN401256,2024-11-19,Mumbai,pad_wear,5,dealer
R301257,P1059,SN401257,2025-04-03,Patna,leakage,4,customer
R301259,P1030,SN401259,2025-09-11,Delhi,overheating,3,dealer
R301262,P1022,SN401262,2024-12-28,Village_C,leakage,5,customer
R301264,P1055,SN401264,2023-09-23,Village_B,pad_wear,3,customer
R301265,P1032,SN401265,2024-06-21,Ahmedabad,leakage,3,customer
R301268,P1035,SN401268,2024-12-25,Village_C,brake_shim_wear,2,dealer
R301269,P1003,SN401269,2025-10-15,Hyderabad,leakage,5,customer
R301270,P1041,SN401270,2024-09-02,Delhi,brake_shim_wear,4,dealer
R301271,P1022,SN401271,2024-09-19,Hyderabad,overheating,2,customer
R301273,P1020,SN401273,2024-11-10,Mumbai,pad_wear,2,dealer
R301275,P1057,SN401275,2024-06-29,Hyderabad,noise_vibration,2,dealer
R301278,P1038,SN401278,2024-02-09,Jaipur,leakage,3,dealer
R301280,P1028,SN401280,2024-07-20,Jaipur,brake_shim_wear,4,customer
R301282,P1005,SN401282,2023-06-20,Delhi,overheating,5,customer
R301285,P1022,SN401285,2024-09-15,Mumbai,overheating,4,customer
R301288,P1004,SN401288,2025-07-29,Bangalore,noise_vibration,4,dealer
R301289,P1009,SN401289,2023-06-26,Mumbai,noise_vibration,3,customer
R301290,P1036,SN401290,2025-10-01,Lucknow,brake_shim_wear,5,customer
R301291,P1047,SN401291,2025-02-02,Chennai,sensor_failure,4,customer
R301292,P1017,SN401292,2023-09-09,Jaipur,pad_wear,5,dealer
R301293,P1024,SN401293,2023-07-06,Kolkata,sensor_failure,4,dealer
R301294,P1054,SN401294,2024-08-13,Lucknow,pad_wear,5,customer
R301295,P1050,SN401295,2025-05-29,Mumbai,noise_vibration,4,dealer
R301296,P1012,SN401296,2025-08-29,Pune,noise_vibration,1,dealer
R301298,P1038,SN401298,2025-09-15,Indore,pad_wear,3,dealer
R301300,P1000,SN401300,2025-05-12,Pune,noise_vibration,3,dealer
R301301,P1049,SN401301,2024-11-05,Jaipur,brake_shim_wear,5,customer
R301302,P1028,SN401302,2025-11-08,Ahmedabad,sensor_failure,2,dealer
R301305,P1021,SN401305,2024-10-16,Bangalore,brake_shim_wear,3,dealer
R301306,P1042,SN401306,2024-01-20,Nagpur,sensor_failure,2,dealer
R301308,P1057,SN401308,2025-05-29,Village_B,noise_vibration,2,customer
R301309,P1021,SN401309,2025-05-15,Mumbai,leakage,4,dealer
R301310,P1000,SN401310,2024-02-15,Hyderabad,leakage,4,customer
R301312,P1050,SN401312,2024-12-01,Chennai,leakage,3,dealer
R301313,P1030,SN401313,2024-07-14,Jaipur,overheating,2,customer
R301314,P1058,SN401314,2024-01-04,Village_A,noise_vibration,3,customer
R301318,P1044,SN401318,2024-05-16,Chennai,sensor_failure,4,customer
R301319,P1006,SN401319,2024-05-21,Mumbai,leakage,3,customer
R301320,P1026,SN401320,2024-08-27,Village_A,leakage,3,customer
R301323,P1021,SN401323,2025-01-13,Ahmedabad,noise_vibration,2,customer
R301325,P1020,SN401325,2025-01-22,Patna,leakage,5,customer
R301327,P1002,SN401327,2025-04-15,Village_B,brake_shim_wear,5,customer
R301328,P1007,SN401328,2024-05-20,Mumbai,brake_shim_wear,4,dealer
R301329,P1040,SN401329,2023-06-27,Kolkata,pad_wear,4,customer
R301330,P1026,SN401330,2023-10-06,Lucknow,sensor_failure,5,customer
R301331,P1019,SN401331,2024-03-15,Lucknow,sensor_failure,5,customer
R301332,P1014,SN401332,2024-05-22,Pune,sensor_failure,5,dealer
R301333,P1056,SN401333,2024-04-26,Village_A,sensor_failure,2,dealer
R301334,P1040,SN401334,2025-10-23,Delhi,sensor_failure,2,customer
R301337,P1058,SN401337,2025-03-24,Lucknow,pad_wear,2,customer
R301338,P1016,SN401338,2024-10-15,Bangalore,pad_wear,1,dealer
R301339,P1036,SN401339,2025-11-03,Chennai,sensor_failure,4,dealer
R301340,P1057,SN401340,2024-04-18,Bangalore,brake_shim_wear,1,dealer
R301341,P1017,SN401341,2024-10-03,Chennai,leakage,4,dealer
R301342,P1005,SN401342,2025-08-16,Lucknow,pad_wear,2,dealer
R301343,P1005,SN401343,2023-11-30,Pune,leakage,1,dealer
R301344,P1005,SN401344,2024-09-27,Delhi,brake_shim_wear,3,dealer
R301345,P1040,SN401345,2023-09-17,Patna,brake_shim_wear,5,customer
R301346,P1036,SN401346,2024-03-27,Indore,brake_shim_wear,3,customer
R301347,P1012,SN401347,2023-11-13,Delhi,sensor_failure,3,customer
R301348,P1023,SN401348,2025-08-08,Pune,pad_wear,4,customer
R301349,P1004,SN401349,2023-07-17,Mumbai,sensor_failure,3,customer
R301350,P1035,SN401350,2025-01-12,Lucknow,brake_shim_wear,2,customer
R301352,P1015,SN401352,2024-09-25,Chennai,noise_vibration,3,dealer
R301353,P1009,SN401353,2023-10-28,Nagpur,sensor_failure,3,customer
R301354,P1017,SN401354,2025-05-07,Jaipur,leakage,4,dealer
R301355,P1045,SN401355,2025-05-02,Village_B,sensor_failure,5,customer
R301356,P1035,SN401356,2023-08-16,Nagpur,leakage,5,dealer
R301357,P1013,SN401357,2025-05-07,Nagpur,noise_vibration,4,customer
R301360,P1053,SN401360,2024-01-24,Patna,pad_wear,3,dealer
R301361,P1036,SN401361,2025-03-01,Chennai,brake_shim_wear,4,customer
R301363,P1024,SN401363,2024-04-24,Village_A,overheating,3,dealer
R301366,P1024,SN401366,2025-10-12,Nagpur,sensor_failure,3,dealer
R301368,P1058,SN401368,2024-09-30,Jaipur,pad_wear,3,customer
R301369,P1008,SN401369,2024-04-08,Hyderabad,leakage,3,dealer
R301370,P1043,SN401370,2024-02-26,Mumbai,noise_vibration,1,dealer
R301372,P1027,SN401372,2024-02-09,Pune,pad_wear,3,customer
R301373,P1036,SN401373,2023-11-10,Indore,leakage,4,customer
R301374,P1038,SN401374,2025-04-13,Hyderabad,noise_vibration,3,customer
R301375,P1031,SN401375,2023-08-06,Village_B,sensor_failure,2,customer
R301376,P1045,SN401376,2024-07-15,Delhi,noise_vibration,5,customer
R301377,P1044,SN401377,2025-02-06,Lucknow,sensor_failure,5,dealer
R301378,P1034,SN401378,2024-03-17,Lucknow,brake_shim_wear,3,dealer
R301379,P1028,SN401379,2023-06-06,Village_A,sensor_failure,3,dealer
R301380,P1047,SN401380,2024-11-30,Jaipur,pad_wear,5,dealer
R301381,P1050,SN401381,2024-07-12,Village_C,sensor_failure,5,dealer
R301382,P1006,SN401382,2025-08-27,Indore,leakage,1,dealer
R301385,P1003,SN401385,2023-09-21,Delhi,sensor_failure,2,customer
R301386,P1019,SN401386,2023-09-09,Mumbai,leakage,4,dealer
R301387,P1030,SN401387,2024-06-26,Nagpur,pad_wear,4,customer
R301388,P1047,SN401388,2024-03-05,Patna,noise_vibration,3,dealer
R301389,P1045,SN401389,2023-12-10,Bangalore,sensor_failure,3,customer
R301390,P1026,SN401390,2025-06-20,Nagpur,leakage,5,dealer
R301392,P1046,SN401392,2024-12-13,Hyderabad,brake_shim_wear,3,customer
R301393,P1045,SN401393,2023-11-28,Delhi,brake_shim_wear,3,dealer
R301394,P1014,SN401394,2023-06-24,Village_C,noise_vibration,4,dealer
R301395,P1009,SN401395,2025-06-26,Village_A,pad_wear,3,dealer
R301396,P1000,SN401396,2024-05-09,Hyderabad,brake_shim_wear,4,dealer
R301397,P1055,SN401397,2025-06-25,Village_B,overheating,3,customer
R301398,P1012,SN401398,2024-12-10,Mumbai,overheating,5,customer
R301399,P1045,SN401399,2023-10-08,Lucknow,overheating,3,dealer
R301400,P1012,SN401400,2024-02-16,Chennai,leakage,4,customer
R301402,P1037,SN401402,2024-12-10,Kolkata,overheating,3,customer
R301404,P1034,SN401404,2025-09-27,Lucknow,brake_shim_wear,4,dealer
R301407,P1036,SN401407,2024-02-08,Village_B,noise_vibration,3,dealer
R301410,P1008,SN401410,2023-09-15,Nagpur,overheating,3,customer
R301411,P1003,SN401411,2024-07-19,Patna,sensor_failure,2,dealer
R301413,P1014,SN401413,2024-01-16,Nagpur,brake_shim_wear,4,customer
R301414,P1026,SN401414,2023-07-20,Hyderabad,sensor_failure,2,dealer
R301415,P1048,SN401415,2023-10-01,Village_A,overheating,2,dealer
R301416,P1043,SN401416,2023-12-02,Village_A,brake_shim_wear,2,customer
R301418,P1009,SN401418,2023-10-09,Village_A,brake_shim_wear,2,customer
R301419,P1032,SN401419,2025-09-22,Village_B,brake_shim_wear,2,dealer
R301421,P1001,SN401421,2023-11-18,Nagpur,noise_vibration,3,customer
R301422,P1059,SN401422,2024-09-25,Kolkata,brake_shim_wear,4,dealer
R301423,P1037,SN401423,2025-07-29,Patna,pad_wear,3,dealer
R301424,P1004,SN401424,2024-07-18,Kolkata,noise_vibration,3,customer
R301425,P1020,SN401425,2023-11-29,Village_B,leakage,2,dealer
R301426,P1002,SN401426,2024-02-20,Ahmedabad,pad_wear,3,dealer
R301427,P1051,SN401427,2024-05-18,Chennai,noise_vibration,5,customer
R301430,P1043,SN401430,2024-08-18,Delhi,overheating,1,dealer
R301431,P1023,SN401431,2025-09-29,Nagpur,leakage,3,dealer
R301432,P1003,SN401432,2025-09-02,Patna,brake_shim_wear,2,dealer
R301433,P1010,SN401433,2024-03-24,Mumbai,noise_vibration,2,dealer
R301434,P1032,SN401434,2024-04-07,Lucknow,noise_vibration,4,customer
R301437,P1055,SN401437,2024-10-10,Hyderabad,noise_vibration,2,dealer
R301438,P1032,SN401438,2024-06-10,Village_C,noise_vibration,3,customer
R301439,P1046,SN401439,2024-06-24,Patna,sensor_failure,4,dealer
R301440,P1005,SN401440,2023-06-06,Delhi,pad_wear,2,dealer
R301441,P1027,SN401441,2024-01-23,Village_B,brake_shim_wear,3,customer
R301442,P1045,SN401442,2024-01-20,Jaipur,noise_vibration,4,customer
R301443,P1032,SN401443,2025-09-08,Village_B,noise_vibration,4,dealer
R301444,P1039,SN401444,2023-08-10,Nagpur,pad_wear,5,dealer
R301445,P1009,SN401445,2025-07-10,Mumbai,sensor_failure,5,dealer
R301447,P1014,SN401447,2025-03-11,Hyderabad,noise_vibration,4,customer
R301448,P1044,SN401448,2023-08-16,Delhi,brake_shim_wear,1,dealer
R301450,P1056,SN401450,2025-03-25,Delhi,leakage,3,customer
R301451,P1041,SN401451,2024-11-29,Indore,noise_vibration,3,dealer
R301452,P1038,SN401452,2024-12-13,Patna,pad_wear,3,dealer
R301455,P1039,SN401455,2025-07-31,Village_A,sensor_failure,4,customer
R301456,P1057,SN401456,2024-09-16,Village_C,overheating,3,dealer
R301458,P1040,SN401458,2024-01-28,Bangalore,pad_wear,5,customer
R301459,P1001,SN401459,2025-05-01,Ahmedabad,leakage,3,dealer
R301460,P1024,SN401460,2024-07-20,Delhi,noise_vibration,3,customer
R301462,P1059,SN401462,2025-03-20,Lucknow,noise_vibration,3,customer
R301463,P1004,SN401463,2024-09-07,Kolkata,sensor_failure,3,customer
R301464,P1005,SN401464,2025-08-05,Kolkata,leakage,5,dealer
R301465,P1019,SN401465,2023-11-29,Hyderabad,noise_vibration,3,dealer
R301466,P1032,SN401466,2023-09-04,Lucknow,pad_wear,3,dealer
R301467,P1056,SN401467,2023-08-05,Ahmedabad,pad_wear,4,dealer
R301469,P1056,SN401469,2023-09-27,Chennai,pad_wear,4,customer
R301470,P1058,SN401470,2024-02-26,Patna,noise_vibration,5,dealer
R301472,P1036,SN401472,2025-08-22,Village_B,overheating,4,dealer
R301473,P1015,SN401473,2025-02-25,Village_B,sensor_failure,1,dealer
R301474,P1001,SN401474,2024-07-14,Indore,pad_wear,2,customer
R301475,P1053,SN401475,2024-01-04,Hyderabad,sensor_failure,2,dealer
R301477,P1043,SN401477,2023-06-14,Village_B,pad_wear,4,customer
R301478,P1046,SN401478,2025-03-15,Nagpur,leakage,1,dealer
R301479,P1045,SN401479,2024-11-03,Hyderabad,leakage,2,dealer
R301482,P1004,SN401482,2025-04-22,Village_B,noise_vibration,2,dealer
R301483,P1001,SN401483,2025-09-26,Hyderabad,leakage,3,customer
R301484,P1058,SN401484,2025-11-06,Patna,brake_shim_wear,4,customer
R301485,P1016,SN401485,2025-02-06,Village_B,leakage,3,dealer
R301486,P1009,SN401486,2024-03-30,Lucknow,overheating,4,dealer
R301487,P1020,SN401487,2024-02-23,Nagpur,leakage,3,dealer
R301488,P1052,SN401488,2023-10-07,Chennai,pad_wear,2,customer
R301490,P1058,SN401490,2025-11-14,Ahmedabad,brake_shim_wear,3,dealer
R301491,P1026,SN401491,2024-12-31,Chennai,noise_vibration,5,dealer
R301495,P1054,SN401495,2024-03-23,Delhi,noise_vibration,5,dealer
R301497,P1021,SN401497,2025-04-05,Village_A,pad_wear,3,customer
R301499,P1046,SN401499,2023-12-11,Delhi,brake_shim_wear,2,dealer
R301500,P1046,SN401500,2025-05-02,Jaipur,overheating,4,customer
R301501,P1003,SN401501,2025-01-16,Ahmedabad,overheating,2,customer
R301502,P1008,SN401502,2024-08-19,Kolkata,leakage,1,dealer
R301504,P1031,SN401504,2025-07-12,Village_C,pad_wear,1,customer
R301506,P1002,SN401506,2024-04-20,Mumbai,pad_wear,3,customer
R301507,P1051,SN401507,2023-06-15,Patna,sensor_failure,4,customer
R301508,P1013,SN401508,2024-09-16,Pune,pad_wear,5,customer
R301510,P1005,SN401510,2024-10-30,Mumbai,brake_shim_wear,1,customer
R301511,P1040,SN401511,2024-11-24,Patna,leakage,5,dealer
R301512,P1003,SN401512,2024-04-17,Pune,noise_vibration,3,customer
R301513,P1024,SN401513,2024-02-16,Hyderabad,overheating,4,dealer
R301516,P1030,SN401516,2023-12-05,Kolkata,brake_shim_wear,5,customer
R301517,P1049,SN401517,2025-02-18,Ahmedabad,sensor_failure,5,customer
R301518,P1006,SN401518,2024-11-06,Bangalore,brake_shim_wear,5,customer
R301519,P1032,SN401519,2023-09-11,Patna,sensor_failure,1,customer
R301521,P1037,SN401521,2024-04-11,Hyderabad,leakage,3,dealer
R301523,P1050,SN401523,2024-04-27,Indore,sensor_failure,3,dealer
R301524,P1003,SN401524,2025-01-26,Hyderabad,noise_vibration,2,dealer
R301526,P1043,SN401526,2025-05-07,Ahmedabad,pad_wear,1,customer
R301528,P1009,SN401528,2023-12-08,Kolkata,pad_wear,3,customer
R301530,P1038,SN401530,2025-08-06,Village_B,leakage,5,customer
R301531,P1059,SN401531,2024-12-21,Nagpur,overheating,3,customer
R301532,P1015,SN401532,2024-06-21,Kolkata,pad_wear,3,dealer
R301533,P1047,SN401533,2024-07-19,Patna,sensor_failure,4,dealer
R301534,P1024,SN401534,2023-08-12,Village_C,brake_shim_wear,3,customer
R301535,P1018,SN401535,2024-10-15,Pune,leakage,3,dealer
R301536,P1008,SN401536,2025-06-19,Jaipur,pad_wear,3,dealer
R301537,P1034,SN401537,2025-10-20,Bangalore,brake_shim_wear,2,dealer
R301538,P1043,SN401538,2025-08-12,Lucknow,sensor_failure,4,dealer
R301539,P1013,SN401539,2023-08-18,Delhi,brake_shim_wear,2,dealer
R301540,P1036,SN401540,2025-09-03,Bangalore,noise_vibration,3,customer
R301542,P1004,SN401542,2025-01-23,Lucknow,pad_wear,2,dealer
R301544,P1019,SN401544,2025-10-24,Village_C,noise_vibration,1,dealer
R301545,P1030,SN401545,2023-07-15,Pune,overheating,3,customer
R301547,P1016,SN401547,2024-03-08,Pune,noise_vibration,3,customer
R301549,P1004,SN401549,2024-07-13,Indore,overheating,4,dealer
R301550,P1022,SN401550,2024-10-08,Pune,sensor_failure,3,dealer
R301552,P1029,SN401552,2024-11-02,Village_A,noise_vibration,3,customer
R301553,P1035,SN401553,2024-05-24,Ahmedabad,sensor_failure,3,customer
R301556,P1024,SN401556,2024-12-22,Kolkata,leakage,1,dealer
R301557,P1032,SN401557,2024-11-11,Jaipur,overheating,4,customer
R301558,P1005,SN401558,2025-06-04,Lucknow,sensor_failure,5,dealer
R301561,P1014,SN401561,2023-11-18,Indore,noise_vibration,1,customer
R301563,P1037,SN401563,2025-04-30,Mumbai,brake_shim_wear,4,dealer
R301564,P1005,SN401564,2024-09-26,Mumbai,overheating,4,dealer
R301566,P1032,SN401566,2023-10-29,Chennai,pad_wear,5,dealer
R301567,P1056,SN401567,2024-11-08,Hyderabad,overheating,4,dealer
R301568,P1023,SN401568,2025-09-17,Jaipur,pad_wear,4,dealer
R301569,P1045,SN401569,2023-11-18,Village_C,pad_wear,3,customer
