reportId,productId,serialNo,failureDate,location,failureMode,severity,reportedBy
R300772,P1006,SN400772,2023-12-23,,noise_vibration,3,dealer
R300773,P1018,SN400773,2025-04-24,Jaipur,leakage,3,dealer
R300774,P1008,SN400774,2023-06-05,Pune,overheating,3,
R300775,P1009,SN400775,2024-03-31,,overheating,5,dealer
R300776,P1011,SN400776,2023-11-22,Pune,pad_wear,,dealer
R300777,P1029,SN400777,2025-07-21,Indore,brake_shim_wear,4,customer
R300778,P1032,SN400778,2023-11-12,Pune,leakage,3,customer
R300779,P1056,SN400779,2025-09-11,Lucknow,,2,dealer
R300780,P1032,SN400780,2025-05-13,Village_C,leakage,,customer
R300781,P1023,SN400781,2024-08-31,Lucknow,brake_shim_wear,5,dealer
R300782,P1049,SN400782,2024-10-01,Chennai,sensor_failure,4,dealer
R300783,P1051,SN400783,2024-05-21,Village_A,leakage,3,dealer
R300784,P1026,SN400784,2023-10-06,Ahmedabad,noise_vibration,3,dealer
R300785,P1033,SN400785,2023-10-06,Bangalore,sensor_failure,1,customer
R300786,P1004,SN400786,2024-05-07,Nagpur,brake_shim_wear,3,dealer
R300787,P1023,SN400787,2023-09-15,Patna,pad_wear,3,customer
R300788,P1034,SN400788,2024-04-14,Lucknow,brake_shim_wear,2,customer
R300789,P1055,SN400789,2025-04-17,,brake_shim_wear,5,customer
R300790,P1021,SN400790,2025-02-11,Hyderabad,leakage,3,dealer
R300791,P1044,SN400791,2024-10-17,Patna,pad_wear,,customer
R300792,P1005,SN400792,2025-02-17,Hyderabad,leakage,3,dealer
R300793,P1035,SN400793,2025-05-02,Kolkata,brake_shim_wear,3,customer
R300794,P1029,SN400794,2023-12-10,Village_C,,5,customer
R300795,P1038,SN400795,2025-06-11,Bangalore,pad_wear,3,customer
R300796,P1053,SN400796,2023-08-10,Mumbai,sensor_failure,1,dealer
R300797,P1031,SN400797,2024-06-18,Village_C,,2,customer
R300798,P1012,SN400798,2023-09-13,Kolkata,sensor_failure,3,customer
R300799,P1049,SN400799,2025-10-25,Patna,leakage,3,dealer
R300800,P1035,SN400800,2024-10-11,Jaipur,overheating,3,customer
R300801,P1055,SN400801,2025-01-30,Indore,overheating,4,dealer
R300802,P1035,SN400802,2024-02-19,Ahmedabad,sensor_failure,3,dealer
R300803,P1045,SN400803,2025-09-25,Kolkata,sensor_failure,2,customer
R300804,P1049,SN400804,2023-12-18,Mumbai,sensor_failure,4,customer
R300805,P1022,SN400805,2025-08-15,Kolkata,noise_vibration,5,customer
R300806,P1039,SN400806,2024-05-14,Mumbai,pad_wear,1,dealer
R300807,P1006,SN400807,2025-04-18,Mumbai,leakage,,
R300808,P1015,SN400808,2025-02-19,Delhi,sensor_failure,2,customer
R300809,P1018,SN400809,2024-01-03,Delhi,brake_shim_wear,2,customer
R300810,P1001,SN400810,2025-06-01,Chennai,overheating,2,dealer
R300811,P1004,SN400811,2024-01-14,Village_A,sensor_failure,5,dealer
R300812,P1003,SN400812,2025-09-29,Jaipur,pad_wear,5,customer
R300813,P1044,SN400813,2024-05-05,Delhi,leakage,3,customer
R300814,P1000,SN400814,2024-05-01,Chennai,pad_wear,3,customer
R300815,P1035,SN400815,2025-01-24,,brake_shim_wear,5,customer
R300816,P1022,SN400816,2024-12-28,Village_B,pad_wear,4,customer
R300817,P1004,SN400817,2023-12-17,Patna,sensor_failure,3,
R300818,P1015,SN400818,2024-08-04,,noise_vibration,3,dealer
R300819,P1029,SN400819,2025-02-14,Village_B,pad_wear,3,dealer
R300820,P1040,SN400820,2023-08-31,,noise_vibration,4,dealer
R300821,P1025,SN400821,2024-03-24,Bangalore,brake_shim_wear,4,dealer
R300822,P1009,SN400822,2024-08-18,Patna,overheating,3,dealer
R300823,P1055,SN400823,2025-05-15,Patna,leakage,5,dealer
R300824,P1015,SN400824,2023-07-12,Delhi,overheating,2,dealer
R300825,P1046,SN400825,2023-12-11,Lucknow,pad_wear,3,customer
R300826,P1019,SN400826,2025-02-20,Jaipur,sensor_failure,4,customer
R300827,P1036,SN400827,2024-04-03,Patna,sensor_failure,3,dealer
R300828,P1018,SN400828,2023-08-05,Village_C,leakage,5,customer
R300829,P1001,SN400829,2025-01-31,Lucknow,sensor_failure,3,
R300830,P1053,SN400830,2024-06-10,Nagpur,brake_shim_wear,2,customer
R300831,P1014,SN400831,2023-12-24,Jaipur,overheating,3,customer
R300832,P1046,SN400832,2025-07-31,Village_B,brake_shim_wear,3,dealer
R300833,P1025,SN400833,2023-11-19,Chennai,noise_vibration,2,dealer
R300834,P1001,SN400834,2024-10-17,Patna,pad_wear,4,customer
R300835,P1033,SN400835,2023-08-15,Kolkata,leakage,4,dealer
R300836,P1046,SN400836,2024-03-22,Nagpur,overheating,3,
R300837,P1026,SN400837,2024-11-14,Jaipur,sensor_failure,4,customer
R300838,P1010,SN400838,2024-06-15,Kolkata,,1,dealer
R300839,P1039,SN400839,2025-05-06,Ahmedabad,leakage,2,dealer
R300840,P1007,SN400840,2023-08-04,Village_C,pad_wear,4,customer
R300841,P1000,SN400841,2024-08-04,Mumbai,overheating,5,dealer
R300842,P1006,SN400842,2024-09-24,Hyderabad,leakage,3,customer
R300843,P1023,SN400843,2023-09-16,Mumbai,sensor_failure,1,dealer
R300844,P1015,SN400844,2025-08-29,Jaipur,,2,dealer
R300845,P1025,SN400845,2024-01-01,Nagpur,leakage,2,dealer
R300846,P1041,SN400846,2025-01-31,Ahmedabad,pad_wear,2,customer
R300847,P1042,SN400847,2023-09-10,Lucknow,pad_wear,,customer
R300848,P1016,SN400848,2025-03-04,Chennai,overheating,4,dealer
R300849,P1044,SN400849,2024-03-29,Lucknow,leakage,,customer
R300850,P1001,SN400850,2024-05-10,Delhi,leakage,,customer
R300851,P1029,SN400851,2024-12-08,Village_B,overheating,3,dealer
R300852,P1020,SN400852,2025-04-26,Hyderabad,noise_vibration,3,
R300853,P1005,SN400853,2023-11-30,Village_A,sensor_failure,3,dealer
R300854,P1055,SN400854,2025-05-24,Indore,pad_wear,3,customer
R300855,P1038,SN400855,2025-02-15,Delhi,pad_wear,,customer
R300856,P1053,SN400856,2025-05-23,Jaipur,brake_shim_wear,1,
R300857,P1035,SN400857,2023-08-24,Village_B,pad_wear,2,dealer
R300858,P1021,SN400858,2024-03-27,Nagpur,leakage,2,customer
R300859,P1046,SN400859,2025-03-16,Pune,noise_vibration,3,
R300860,P1025,SN400860,2024-05-03,Village_A,leakage,1,dealer
R300861,P1003,SN400861,2025-02-27,Village_A,sensor_failure,,dealer
R300862,P1005,SN400862,2025-06-11,Patna,brake_shim_wear,3,customer
R300863,P1020,SN400863,2025-01-03,Indore,sensor_failure,3,dealer
R300864,P1049,SN400864,2023-09-19,Hyderabad,noise_vibration,3,customer
R300865,P1008,SN400865,2024-07-03,Hyderabad,,3,dealer
R300866,P1056,SN400866,2025-05-13,Mumbai,brake_shim_wear,2,dealer
R300867,P1000,SN400867,2024-05-10,Hyderabad,overheating,4,customer
R300868,P1057,SN400868,2025-07-18,Indore,pad_wear,5,customer
R300869,P1000,SN400869,2024-05-07,Jaipur,pad_wear,2,
R300870,P1004,SN400870,2023-10-12,Indore,overheating,5,customer
R300871,P1018,SN400871,2024-06-12,Lucknow,pad_wear,,customer
R300872,P1037,SN400872,2023-08-08,Delhi,noise_vibration,4,customer
R300873,P1007,SN400873,2025-10-31,Bangalore,,4,customer
R300874,P1022,SN400874,2023-12-29,Indore,noise_vibration,3,customer
R300875,P1049,SN400875,2023-08-20,Mumbai,leakage,3,customer
R300876,P1039,SN400876,2025-04-09,Delhi,pad_wear,4,dealer
R300877,P1042,SN400877,2024-05-04,Village_A,brake_shim_wear,3,customer
R300878,P1010,SN400878,2024-06-27,Village_B,sensor_failure,2,customer
R300879,P1057,SN400879,2024-04-02,Jaipur,leakage,5,dealer
R300880,P1052,SN400880,2024-02-24,Lucknow,leakage,2,dealer
R300881,P1026,SN400881,2024-05-19,Village_A,brake_shim_wear,3,dealer
R300882,P1038,SN400882,2023-09-19,Delhi,noise_vibration,,dealer
R300883,P1058,SN400883,2023-10-06,Kolkata,,2,dealer
R300884,P1028,SN400884,2025-08-15,Delhi,sensor_failure,3,dealer
R300885,P1038,SN400885,2025-04-21,Lucknow,overheating,4,dealer
R300886,P1001,SN400886,2025-05-05,Indore,pad_wear,4,customer
R300887,P1008,SN400887,2023-12-05,Pune,overheating,3,dealer
R300888,P1023,SN400888,2025-05-09,Lucknow,noise_vibration,3,dealer
R300889,P1010,SN400889,2024-05-14,Jaipur,sensor_failure,5,customer
R300890,P1056,SN400890,2025-10-15,Kolkata,pad_wear,3,dealer
R300891,P1015,SN400891,2024-03-16,Lucknow,pad_wear,3,dealer
R300892,P1005,SN400892,2025-05-17,Indore,sensor_failure,4,dealer
R300893,P1030,SN400893,2025-08-21,Village_A,sensor_failure,5,dealer
R300894,P1009,SN400894,2023-09-09,Hyderabad,pad_wear,,customer
R300895,P1017,SN400895,2023-10-04,Lucknow,pad_wear,4,dealer
R300896,P1017,SN400896,2025-09-01,Village_C,brake_shim_wear,2,customer
R300897,P1054,SN400897,2025-05-23,Mumbai,sensor_failure,3,dealer
R300898,P1043,SN400898,2025-11-04,Hyderabad,noise_vibration,3,dealer
R300899,P1040,SN400899,2024-09-23,Nagpur,noise_vibration,3,
R300900,P1009,SN400900,2023-07-27,Chennai,noise_vibration,4,dealer
R300901,P1001,SN400901,2024-10-23,Village_C,brake_shim_wear,3,dealer
R300902,P1017,SN400902,2025-03-24,Ahmedabad,overheating,4,customer
R300903,P1034,SN400903,2024-09-14,Pune,leakage,,dealer
R300904,P1034,SN400904,2023-10-20,Delhi,noise_vibration,2,dealer
R300905,P1039,SN400905,2024-01-19,Mumbai,brake_shim_wear,2,dealer
R300906,P1045,SN400906,2024-06-26,Village_A,leakage,3,customer
R300907,P1024,SN400907,2023-12-13,Ahmedabad,brake_shim_wear,5,customer
R300908,P1036,SN400908,2025-01-30,,sensor_failure,3,customer
R300909,P1021,SN400909,2025-07-08,Kolkata,pad_wear,2,customer
R300910,P1017,SN400910,2023-08-28,Patna,leakage,5,dealer
R300911,P1032,SN400911,2025-10-01,Mumbai,pad_wear,4,customer
R300912,P1009,SN400912,2023-09-29,Ahmedabad,brake_shim_wear,3,customer
R300913,P1057,SN400913,2023-12-18,Indore,overheating,3,dealer
R300914,P1005,SN400914,2024-04-09,,noise_vibration,2,dealer
R300915,P1052,SN400915,2024-04-28,Pune,pad_wear,,dealer
R300916,P1031,SN400916,2023-10-21,Nagpur,noise_vibration,,customer
R300917,P1026,SN400917,2025-04-06,Nagpur,noise_vibration,2,customer
R300918,P1036,SN400918,2024-01-03,Lucknow,sensor_failure,,customer
R300919,P1001,SN400919,2024-09-10,Nagpur,sensor_failure,3,dealer
R300920,P1048,SN400920,2023-11-28,Hyderabad,noise_vibration,4,dealer
R300921,P1024,SN400921,2024-03-28,Mumbai,overheating,3,dealer
R300922,P1017,SN400922,2025-05-09,Bangalore,leakage,3,dealer
R300923,P1021,SN400923,2024-02-23,Village_B,sensor_failure,3,customer
R300924,P1030,SN400924,2023-06-15,Hyderabad,overheating,2,customer
R300925,P1049,SN400925,2023-12-12,Lucknow,sensor_failure,2,dealer
R300926,P1021,SN400926,2025-04-22,Patna,pad_wear,3,customer
R300927,P1049,SN400927,2025-09-18,Village_A,leakage,2,dealer
R300928,P1042,SN400928,2023-12-09,Indore,leakage,4,customer
R300929,P1026,SN400929,2024-07-01,Village_C,overheating,3,customer
R300930,P1048,SN400930,2024-10-03,Kolkata,overheating,3,
R300931,P1028,SN400931,2025-01-31,Village_A,noise_vibration,2,dealer
R300932,P1006,SN400932,2023-12-29,Ahmedabad,pad_wear,3,dealer
R300933,P1052,SN400933,2025-09-27,Village_B,brake_shim_wear,2,customer
R300934,P1058,SN400934,2023-10-02,Indore,brake_shim_wear,3,customer
R300935,P1014,SN400935,2025-10-25,,brake_shim_wear,3,customer
R300936,P1007,SN400936,2024-08-06,Hyderabad,overheating,4,dealer
R300937,P1002,SN400937,2024-03-16,Nagpur,noise_vibration,2,dealer
R300938,P1033,SN400938,2024-11-09,Pune,pad_wear,5,customer
R300939,P1025,SN400939,2024-04-16,Indore,brake_shim_wear,3,dealer
R300940,P1046,SN400940,2024-12-31,Indore,overheating,2,
R300941,P1049,SN400941,2025-02-25,Jaipur,pad_wear,4,customer
R300942,P1002,SN400942,2025-02-03,Delhi,sensor_failure,,dealer
R300943,P1054,SN400943,2025-01-03,Mumbai,,2,dealer
R300944,P1039,SN400944,2025-06-23,Village_C,noise_vibration,4,dealer
R300945,P1025,SN400945,2023-12-06,Delhi,pad_wear,3,dealer
R300946,P1047,SN400946,2024-01-26,Patna,noise_vibration,3,customer
R300947,P1058,SN400947,2025-05-11,Chennai,sensor_failure,4,dealer
R300948,P1011,SN400948,2023-11-04,Chennai,pad_wear,1,dealer
R300949,P1011,SN400949,2024-06-15,Chennai,pad_wear,3,customer
R300950,P1052,SN400950,2023-09-17,Hyderabad,pad_wear,4,customer
R300951,P1026,SN400951,2025-08-23,Ahmedabad,sensor_failure,4,customer
R300952,P1051,SN400952,2023-11-09,Village_B,sensor_failure,5,customer
R300953,P1015,SN400953,2024-11-28,Pune,,3,customer
R300954,P1032,SN400954,2023-10-12,Indore,overheating,3,customer
R300955,P1006,SN400955,2025-05-03,Lucknow,sensor_failure,3,customer
R300956,P1033,SN400956,2023-12-20,Mumbai,overheating,2,dealer
R300957,P1010,SN400957,2024-11-22,Bangalore,leakage,4,customer
R300958,P1003,SN400958,2025-02-19,Hyderabad,sensor_failure,3,customer
R300959,P1043,SN400959,2023-07-22,Pune,,3,dealer
R300960,P1022,SN400960,2023-06-11,Mumbai,sensor_failure,,
R300961,P1056,SN400961,2023-10-01,Kolkata,brake_shim_wear,3,dealer
R300962,P1028,SN400962,2025-05-18,Village_B,sensor_failure,3,dealer
R300963,P1036,SN400963,2025-03-02,,brake_shim_wear,5,customer
R300964,P1015,SN400964,2024-05-13,Delhi,leakage,3,dealer
R300965,P1011,SN400965,2023-09-08,Pune,sensor_failure,3,dealer
R300966,P1012,SN400966,2025-05-24,Lucknow,,3,dealer
R300967,P1049,SN400967,2023-08-28,Indore,sensor_failure,3,customer
R300968,P1030,SN400968,2024-03-06,Delhi,sensor_failure,4,customer
R300969,P1011,SN400969,2025-04-01,Village_A,pad_wear,2,dealer
R300970,P1056,SN400970,2024-10-14,Mumbai,noise_vibration,3,customer
R300971,P1044,SN400971,2023-07-09,Ahmedabad,overheating,3,dealer
R300972,P1032,SN400972,2024-07-29,Nagpur,sensor_failure,3,customer
R300973,P1030,SN400973,2024-06-03,Jaipur,sensor_failure,3,customer
R300974,P1030,SN400974,2024-04-18,Village_C,sensor_failure,2,dealer
R300975,P1050,SN400975,2024-03-16,Lucknow,noise_vibration,3,customer
R300976,P1017,SN400976,2023-09-17,Jaipur,pad_wear,4,dealer
R300977,P1041,SN400977,2025-08-03,Delhi,pad_wear,4,dealer
R300978,P1027,SN400978,2024-11-15,,noise_vibration,2,dealer
R300979,P1021,SN400979,2024-06-11,Bangalore,brake_shim_wear,4,dealer
R300980,P1056,SN400980,2024-03-19,Indore,,2,customer
R300981,P1055,SN400981,2024-05-11,Indore,sensor_failure,2,dealer
R300982,P1058,SN400982,2025-08-12,Lucknow,brake_shim_wear,3,dealer
R300983,P1044,SN400983,2024-05-10,Village_A,pad_wear,4,customer
R300984,P1046,SN400984,2025-09-14,Indore,overheating,1,customer
R300985,P1007,SN400985,2024-07-11,Pune,overheating,3,customer
R300986,P1050,SN400986,2024-11-06,,brake_shim_wear,3,dealer
R300987,P1041,SN400987,2024-01-22,Kolkata,overheating,4,customer
R300988,P1049,SN400988,2024-05-22,Bangalore,brake_shim_wear,4,
R300989,P1050,SN400989,2024-01-25,Mumbai,noise_vibration,3,dealer
R300990,P1046,SN400990,2023-11-16,Hyderabad,,2,dealer
R300991,P1004,SN400991,2025-10-06,Pune,leakage,4,dealer
R300992,P1018,SN400992,2025-06-25,Ahmedabad,brake_shim_wear,3,
R300993,P1008,SN400993,2024-06-25,Village_B,sensor_failure,4,customer
R300994,P1021,SN400994,2025-08-24,Nagpur,sensor_failure,3,customer
R300995,P1020,SN400995,2025-10-04,,brake_shim_wear,5,customer
R300996,P1009,SN400996,2024-11-20,Ahmedabad,pad_wear,3,dealer
R300997,P1012,SN400997,2024-02-20,Hyderabad,sensor_failure,3,
R300998,P1015,SN400998,2025-03-06,Delhi,pad_wear,1,
R300999,P1059,SN400999,2023-08-12,Village_C,brake_shim_wear,3,dealer
R301000,P1003,SN401000,2025-05-02,,sensor_failure,4,customer
R301001,P1019,SN401001,2025-08-24,Chennai,noise_vibration,5,customer
R301002,P1025,SN401002,2024-11-25,Kolkata,,5,dealer
R301003,P1010,SN401003,2023-09-17,Indore,sensor_failure,3,dealer
R301004,P1033,SN401004,2025-08-08,Lucknow,leakage,5,dealer
R301005,P1050,SN401005,2024-06-13,Village_B,pad_wear,5,customer
R301006,P1004,SN401006,2025-07-14,Village_B,,2,dealer
R301007,P1002,SN401007,2024-07-24,Jaipur,,5,dealer
R301008,P1029,SN401008,2025-05-25,Bangalore,overheating,1,customer
R301009,P1011,SN401009,2025-04-24,Kolkata,brake_shim_wear,3,dealer
R301010,P1002,SN401010,2023-08-09,Mumbai,brake_shim_wear,3,customer
R301011,P1054,SN401011,2025-09-21,,pad_wear,4,dealer
R301012,P1026,SN401012,2025-05-15,Patna,sensor_failure,3,customer
R301013,P1014,SN401013,2024-02-12,Delhi,,3,customer
R301014,P1057,SN401014,2023-08-30,Pune,overheating,3,customer
R301015,P1024,SN401015,2025-10-25,Lucknow,brake_shim_wear,4,customer
R301016,P1005,SN401016,2024-07-04,Village_A,overheating,2,customer
R301017,P1046,SN401017,2023-08-25,Hyderabad,pad_wear,1,customer
R301018,P1006,SN401018,2023-09-16,Mumbai,noise_vibration,3,dealer
R301019,P1051,SN401019,2025-01-04,Village_A,overheating,4,dealer
R301020,P1049,SN401020,2023-12-04,Patna,noise_vibration,5,
R301021,P1032,SN401021,2024-09-14,Village_A,brake_shim_wear,3,dealer
R301022,P1009,SN401022,2024-05-21,,sensor_failure,1,customer
R301023,P1008,SN401023,2024-10-29,Village_A,noise_vibration,4,dealer
R301024,P1054,SN401024,2025-09-16,Lucknow,pad_wear,3,dealer
R301025,P1045,SN401025,2025-01-27,Village_C,sensor_failure,3,dealer
R301026,P1007,SN401026,2025-05-08,,brake_shim_wear,4,dealer
R301027,P1033,SN401027,2024-12-09,Jaipur,brake_shim_wear,3,
R301028,P1044,SN401028,2023-07-19,Ahmedabad,overheating,5,customer
R301029,P1023,SN401029,2024-12-19,Kolkata,noise_vibration,,dealer
R301030,P1034,SN401030,2024-04-07,Delhi,leakage,3,dealer
R301031,P1024,SN401031,2025-10-02,Patna,overheating,3,dealer
R301032,P1038,SN401032,2023-07-18,Nagpur,sensor_failure,2,
R301033,P1022,SN401033,2024-12-29,Mumbai,leakage,,customer
R301034,P1042,SN401034,2025-10-27,Bangalore,sensor_failure,4,dealer
R301035,P1015,SN401035,2025-07-23,Jaipur,sensor_failure,3,customer
R301036,P1031,SN401036,2025-07-12,Jaipur,overheating,2,customer
R301037,P1033,SN401037,2024-07-27,Jaipur,overheating,5,customer
R301038,P1023,SN401038,2024-09-09,Village_B,leakage,2,customer
R301039,P1029,SN401039,2025-05-24,,noise_vibration,,customer
R301040,P1014,SN401040,2024-06-01,Lucknow,,3,customer
R301041,P1002,SN401041,2024-12-09,Bangalore,noise_vibration,4,dealer
R301042,P1024,SN401042,2024-02-20,Nagpur,,4,customer
R301043,P1019,SN401043,2024-06-05,,sensor_failure,4,customer
R301044,P1044,SN401044,2024-05-12,Delhi,,3,customer
R301045,P1007,SN401045,2025-10-10,Bangalore,sensor_failure,,customer
R301046,P1009,SN401046,2024-11-10,Patna,brake_shim_wear,2,dealer
R301047,P1025,SN401047,2023-12-23,Village_B,brake_shim_wear,3,customer
R301048,P1026,SN401048,2024-04-01,Pune,brake_shim_wear,2,customer
R301049,P1013,SN401049,2025-10-27,Kolkata,pad_wear,3,dealer
R301050,P1011,SN401050,2025-04-10,Bangalore,leakage,1,customer
R301051,P1007,SN401051,2024-04-15,Village_C,sensor_failure,3,dealer
R301052,P1058,SN401052,2025-10-08,Village_B,pad_wear,3,dealer
R301053,P1015,SN401053,2024-01-19,Ahmedabad,brake_shim_wear,3,
R301054,P1011,SN401054,2024-04-09,Nagpur,leakage,3,customer
R301055,P1043,SN401055,2025-07-19,Pune,brake_shim_wear,5,dealer
R301056,P1045,SN401056,2024-04-25,,sensor_failure,3,customer
R301057,P1059,SN401057,2024-10-11,,noise_vibration,4,dealer
R301058,P1053,SN401058,2024-12-31,Mumbai,sensor_failure,4,customer
R301059,P1027,SN401059,2024-08-30,Village_A,brake_shim_wear,3,customer
R301060,P1046,SN401060,2023-09-03,Delhi,pad_wear,4,customer
R301061,P1047,SN401061,2025-06-16,Pune,leakage,3,customer
R301062,P1025,SN401062,2023-08-10,Delhi,noise_vibration,4,dealer
R301063,P1005,SN401063,2024-11-21,Mumbai,leakage,3,customer
R301064,P1056,SN401064,2023-06-24,Mumbai,,4,customer
R301065,P1011,SN401065,2023-08-15,Patna,overheating,5,customer
R301066,P1041,SN401066,2023-07-13,Patna,noise_vibration,3,dealer
R301067,P1047,SN401067,2024-06-16,Village_A,pad_wear,4,dealer
R301068,P1051,SN401068,2023-11-15,Hyderabad,overheating,3,
R301069,P1035,SN401069,2024-01-04,Mumbai,leakage,2,dealer
R301070,P1058,SN401070,2025-07-02,Ahmedabad,noise_vibration,3,customer
R301071,P1037,SN401071,2025-04-12,Village_B,pad_wear,1,dealer
R301072,P1005,SN401072,2025-06-19,Lucknow,sensor_failure,5,dealer
R301073,P1051,SN401073,2024-01-19,Village_B,overheating,5,customer
R301074,P1011,SN401074,2024-09-30,Lucknow,overheating,3,customer
R301075,P1025,SN401075,2025-09-28,Pune,,2,customer
R301076,P1015,SN401076,2024-03-16,Chennai,overheating,4,dealer
R301077,P1024,SN401077,2024-08-25,Patna,overheating,5,customer
R301078,P1046,SN401078,2025-08-21,Patna,sensor_failure,3,customer
R301079,P1035,SN401079,2024-06-15,Indore,leakage,3,dealer
R301080,P1024,SN401080,2023-10-19,Village_B,sensor_failure,3,customer
R301081,P1053,SN401081,2025-04-28,Chennai,noise_vibration,,customer
R301082,P1059,SN401082,2024-07-13,Patna,pad_wear,2,customer
R301083,P1034,SN401083,2024-04-30,Hyderabad,brake_shim_wear,3,customer
R301084,P1019,SN401084,2024-07-07,Ahmedabad,leakage,5,dealer
R301085,P1024,SN401085,2024-03-18,Village_C,noise_vibration,3,customer
R301086,P1027,SN401086,2024-07-22,Jaipur,sensor_failure,3,
R301087,P1032,SN401087,2023-12-15,Bangalore,sensor_failure,3,dealer
R301088,P1012,SN401088,2024-10-11,Village_A,brake_shim_wear,5,
R301089,P1001,SN401089,2025-04-14,Kolkata,noise_vibration,5,dealer
R301090,P1031,SN401090,2025-05-03,Mumbai,noise_vibration,4,customer
R301091,P1020,SN401091,2024-11-29,Kolkata,overheating,2,dealer
R301092,P1015,SN401092,2024-01-01,Lucknow,overheating,,customer
R301093,P1017,SN401093,2025-07-30,Hyderabad,leakage,3,dealer
R301094,P1023,SN401094,2024-03-27,Bangalore,noise_vibration,5,dealer
R301095,P1035,SN401095,2025-03-19,Village_C,sensor_failure,1,customer
R301096,P1020,SN401096,2024-08-11,Nagpur,brake_shim_wear,5,customer
R301097,P1046,SN401097,2025-10-06,Village_A,brake_shim_wear,4,dealer
R301098,P1045,SN401098,2023-06-15,Patna,sensor_failure,3,customer
R301099,P1051,SN401099,2023-07-08,Hyderabad,noise_vibration,,dealer
R301100,P1000,SN401100,2024-07-01,Kolkata,brake_shim_wear,4,customer
R301101,P1000,SN401101,2024-06-18,Nagpur,pad_wear,4,customer
R301102,P1046,SN401102,2024-12-26,Village_B,pad_wear,5,dealer
R301103,P1027,SN401103,2024-12-08,Ahmedabad,pad_wear,1,dealer
R301104,P1058,SN401104,2025-08-26,Village_B,noise_vibration,2,dealer
R301105,P1026,SN401105,2024-10-25,Delhi,brake_shim_wear,2,customer
R301106,P1048,SN401106,2024-11-13,Delhi,brake_shim_wear,4,customer
R301107,P1022,SN401107,2025-05-03,Nagpur,leakage,,customer
R301108,P1049,SN401108,2024-03-24,Jaipur,pad_wear,3,dealer
R301109,P1033,SN401109,2023-08-09,Jaipur,pad_wear,5,dealer
R301110,P1053,SN401110,2025-08-20,,overheating,3,customer
R301111,P1024,SN401111,2024-02-10,Patna,sensor_failure,3,dealer
R301112,P1007,SN401112,2024-03-05,Indore,sensor_failure,3,customer
R301113,P1025,SN401113,2023-10-20,Village_B,leakage,3,customer
R301114,P1059,SN401114,2023-10-24,Village_C,brake_shim_wear,5,dealer
R301115,P1040,SN401115,2023-07-25,,leakage,5,customer
R301116,P1015,SN401116,2024-11-19,Lucknow,leakage,3,dealer
R301117,P1022,SN401117,2023-08-02,Indore,overheating,5,
R301118,P1000,SN401118,2024-03-31,Village_B,sensor_failure,2,dealer
R301119,P1046,SN401119,2023-10-29,Village_A,leakage,,customer
R301120,P1044,SN401120,2024-11-26,Village_C,pad_wear,5,customer
R301121,P1003,SN401121,2024-07-03,Ahmedabad,brake_shim_wear,2,customer
R301122,P1025,SN401122,2025-05-04,Delhi,sensor_failure,5,customer
R301123,P1054,SN401123,2025-01-20,Ahmedabad,noise_vibration,3,dealer
R301124,P1001,SN401124,2024-11-10,Bangalore,noise_vibration,2,dealer
R301125,P1052,SN401125,2023-12-04,Bangalore,leakage,4,dealer
R301126,P1033,SN401126,2024-05-28,Bangalore,pad_wear,3,customer
R301127,P1003,SN401127,2024-04-28,,brake_shim_wear,4,customer
R301128,P1012,SN401128,2024-01-22,Village_C,brake_shim_wear,1,customer
R301129,P1030,SN401129,2024-09-30,Patna,brake_shim_wear,4,dealer
R301130,P1025,SN401130,2023-11-28,Pune,noise_vibration,3,customer
R301131,P1011,SN401131,2024-03-20,Village_B,sensor_failure,4,dealer
R301132,P1008,SN401132,2024-08-10,Village_B,leakage,5,customer
R301133,P1045,SN401133,2024-03-05,Ahmedabad,brake_shim_wear,,dealer
R301134,P1029,SN401134,2024-01-10,Ahmedabad,sensor_failure,5,
R301135,P1020,SN401135,2024-02-04,Village_B,noise_vibration,3,customer
R301136,P1047,SN401136,2023-07-27,Patna,sensor_failure,3,dealer
R301137,P1018,SN401137,2025-02-25,Village_A,noise_vibration,3,customer
R301138,P1055,SN401138,2025-02-17,Village_A,sensor_failure,2,customer
R301139,P1005,SN401139,2023-09-04,Chennai,noise_vibration,4,dealer
R301140,P1021,SN401140,2024-05-30,Patna,sensor_failure,3,dealer
R301141,P1056,SN401141,2025-05-06,Jaipur,brake_shim_wear,3,dealer
R301142,P1034,SN401142,2023-09-22,Chennai,,,customer
R301143,P1043,SN401143,2023-07-30,Village_B,overheating,4,dealer
R301144,P1046,SN401144,2024-02-15,Nagpur,leakage,4,customer
R301145,P1031,SN401145,2025-03-31,Village_B,brake_shim_wear,2,dealer
R301146,P1038,SN401146,2025-09-05,Village_A,sensor_failure,4,dealer
R301147,P1014,SN401147,2025-04-20,Delhi,pad_wear,3,customer
R301148,P1005,SN401148,2024-04-20,Village_A,pad_wear,3,customer
R301149,P1053,SN401149,2024-11-23,Kolkata,leakage,3,dealer
R301150,P1020,SN401150,2025-08-28,Mumbai,pad_wear,5,customer
R301151,P1030,SN401151,2025-05-30,Village_C,pad_wear,3,dealer
R301152,P1014,SN401152,2024-05-24,Delhi,pad_wear,3,dealer
R301153,P1018,SN401153,2023-11-06,Indore,leakage,2,dealer
R301154,P1054,SN401154,2024-01-27,Village_B,pad_wear,5,dealer
